,shortcode,post_type,username,like,comment,object_1,object_2,object_3,object_4,object_5,object_6,object,id,category_name,follower,following,ar_effect,type_business,type_professional,verified,reel_count,reel_avg_view,reel_avg_comment,reel_avg_like,reel_avg_duration,reel_frequency,media_count,media_avg_comment,media_avg_like,media_frequency
1029,Crcckr7Ksxq,GraphImage,routineofnepalbanda,31089,72,1 person,text,No Object,No Object,No Object,No Object,"web_site, website, internet_site, site",3910607774,News & media website,1282243,2,False,True,True,False,33,213212.4167,166.25,25296.66667,91.558,5.282994708,43782,60.75,16897.25,0.022024635
1030,CrcYwdtqPg_,GraphImage,routineofnepalbanda,8877,42,1 person,playing cricket,poster,No Object,No Object,No Object,comic_book,3910607774,News & media website,1282243,2,False,True,True,False,33,213212.4167,166.25,25296.66667,91.558,5.282994708,43782,60.75,16897.25,0.022024635
1031,CfBI-qolzz8,GraphSidecar,alroeya,134,11,No Object,No Object,No Object,No Object,No Object,No Object,"web_site, website, internet_site, site",328994994,Unknown,109536,1,False,True,True,True,12417,6618.666667,0.416666667,11.0,91.17933333,2.318787946,41629,1.666666667,24.5,-18.85440972
1032,CnYhA_CPTZ_,GraphImage,alroeya,14,0,No Object,No Object,No Object,No Object,No Object,No Object,"web_site, website, internet_site, site",328994994,Unknown,109536,1,False,True,True,True,12417,6618.666667,0.416666667,11.0,91.17933333,2.318787946,41629,1.666666667,24.5,-18.85440972
1033,CnYaMGRpQ7o,GraphImage,alroeya,5,0,No Object,No Object,No Object,No Object,No Object,No Object,"web_site, website, internet_site, site",328994994,Unknown,109536,1,False,True,True,True,12417,6618.666667,0.416666667,11.0,91.17933333,2.318787946,41629,1.666666667,24.5,-18.85440972
1034,CnYMgNSL4uf,GraphImage,alroeya,8,0,No Object,No Object,No Object,No Object,No Object,No Object,"web_site, website, internet_site, site",328994994,Unknown,109536,1,False,True,True,True,12417,6618.666667,0.416666667,11.0,91.17933333,2.318787946,41629,1.666666667,24.5,-18.85440972
1035,CnX-r5sroT5,GraphImage,alroeya,75,3,No Object,No Object,No Object,No Object,No Object,No Object,"web_site, website, internet_site, site",328994994,Unknown,109536,1,False,True,True,True,12417,6618.666667,0.416666667,11.0,91.17933333,2.318787946,41629,1.666666667,24.5,-18.85440972
1036,CnXxCBPoqfW,GraphImage,alroeya,17,1,No Object,No Object,No Object,No Object,No Object,No Object,"web_site, website, internet_site, site",328994994,Unknown,109536,1,False,True,True,True,12417,6618.666667,0.416666667,11.0,91.17933333,2.318787946,41629,1.666666667,24.5,-18.85440972
1037,CnXjO4sLqDm,GraphImage,alroeya,8,0,No Object,No Object,No Object,No Object,No Object,No Object,"beach_wagon, station_wagon, wagon, estate_car, beach_waggon, station_waggon, waggon",328994994,Unknown,109536,1,False,True,True,True,12417,6618.666667,0.416666667,11.0,91.17933333,2.318787946,41629,1.666666667,24.5,-18.85440972
1038,CnXf2ZvIPe8,GraphImage,alroeya,9,0,No Object,No Object,No Object,No Object,No Object,No Object,"web_site, website, internet_site, site",328994994,Unknown,109536,1,False,True,True,True,12417,6618.666667,0.416666667,11.0,91.17933333,2.318787946,41629,1.666666667,24.5,-18.85440972
1039,CnXcXLIILC7,GraphImage,alroeya,4,0,No Object,No Object,No Object,No Object,No Object,No Object,"web_site, website, internet_site, site",328994994,Unknown,109536,1,False,True,True,True,12417,6618.666667,0.416666667,11.0,91.17933333,2.318787946,41629,1.666666667,24.5,-18.85440972
1040,CnXZAVxrC0u,GraphImage,alroeya,6,0,No Object,No Object,No Object,No Object,No Object,No Object,"web_site, website, internet_site, site",328994994,Unknown,109536,1,False,True,True,True,12417,6618.666667,0.416666667,11.0,91.17933333,2.318787946,41629,1.666666667,24.5,-18.85440972
1041,CnXSIlnLm6i,GraphImage,alroeya,6,1,No Object,No Object,No Object,No Object,No Object,No Object,"web_site, website, internet_site, site",328994994,Unknown,109536,1,False,True,True,True,12417,6618.666667,0.416666667,11.0,91.17933333,2.318787946,41629,1.666666667,24.5,-18.85440972
1042,CnXLMvarKmT,GraphImage,alroeya,8,4,No Object,No Object,No Object,No Object,No Object,No Object,"web_site, website, internet_site, site",328994994,Unknown,109536,1,False,True,True,True,12417,6618.666667,0.416666667,11.0,91.17933333,2.318787946,41629,1.666666667,24.5,-18.85440972
1043,CpIbF1VuPSt,GraphImage,icc,317790,1168,9 people,people playing tennis,poster,No Object,No Object,No Object,comic_book,376525195,Sports league,26696142,231,True,True,True,True,4897,844721.0833,510.9166667,208634.3333,72.58533333,8.929018353,37322,1518.583333,240387.25,-5.158871942
1044,CoAHaLzPpkX,GraphImage,icc,560704,2777,cricket,poster,No Object,No Object,No Object,No Object,comic_book,376525195,Sports league,26696142,231,True,True,True,True,4897,844721.0833,510.9166667,208634.3333,72.58533333,8.929018353,37322,1518.583333,240387.25,-5.158871942
1045,Ck5lW6ADMry,GraphImage,icc,1039612,11344,No Object,No Object,No Object,No Object,No Object,No Object,broom,376525195,Sports league,26696142,231,True,True,True,True,4897,844721.0833,510.9166667,208634.3333,72.58533333,8.929018353,37322,1518.583333,240387.25,-5.158871942
1046,Crc8arJs_r1,GraphImage,icc,30393,136,1 person,playing cricket,text,No Object,No Object,No Object,ski,376525195,Sports league,26696142,231,True,True,True,True,4897,844721.0833,510.9166667,208634.3333,72.58533333,8.929018353,37322,1518.583333,240387.25,-5.158871942
1047,Crcr4HRsk13,GraphImage,icc,57638,158,1 person,playing cricket,No Object,No Object,No Object,No Object,"ballplayer, baseball_player",376525195,Sports league,26696142,231,True,True,True,True,4897,844721.0833,510.9166667,208634.3333,72.58533333,8.929018353,37322,1518.583333,240387.25,-5.158871942
1048,CrcC_Z9sTmQ,GraphImage,icc,78666,879,2 people,text,No Object,No Object,No Object,No Object,ping-pong_ball,376525195,Sports league,26696142,231,True,True,True,True,4897,844721.0833,510.9166667,208634.3333,72.58533333,8.929018353,37322,1518.583333,240387.25,-5.158871942
1049,CrcWjbWsb7A,GraphImage,laiguanatv,132,3,poster,card,magazine,newspaper,No Object,No Object,tripod,1075274314,Media,252058,176,False,False,True,False,5749,1179.166667,3.25,68.75,4090.731917,8.085632522,39866,35.08333333,202.1666667,0.042312912
1050,CrcUYEKscH5,GraphImage,laiguanatv,134,17,No Object,No Object,No Object,No Object,No Object,No Object,"rubber_eraser, rubber, pencil_eraser",1075274314,Media,252058,176,False,False,True,False,5749,1179.166667,3.25,68.75,4090.731917,8.085632522,39866,35.08333333,202.1666667,0.042312912
1051,CrcO3uQMhBh,GraphImage,laiguanatv,223,4,poster,water filter,body,No Object,No Object,No Object,"candle, taper, wax_light",1075274314,Media,252058,176,False,False,True,False,5749,1179.166667,3.25,68.75,4090.731917,8.085632522,39866,35.08333333,202.1666667,0.042312912
1052,CrcJKWgMpsZ,GraphImage,laiguanatv,203,19,magazine,pen,crossword puzzle,poster,calendar,No Object,magnetic_compass,1075274314,Media,252058,176,False,False,True,False,5749,1179.166667,3.25,68.75,4090.731917,8.085632522,39866,35.08333333,202.1666667,0.042312912
1053,CrcI8uTsOli,GraphImage,laiguanatv,194,22,poster,text,No Object,No Object,No Object,No Object,"balance_beam, beam",1075274314,Media,252058,176,False,False,True,False,5749,1179.166667,3.25,68.75,4090.731917,8.085632522,39866,35.08333333,202.1666667,0.042312912
1054,CrcAB3ysDYb,GraphImage,laiguanatv,158,4,poster,neckwear,newspaper,No Object,No Object,No Object,Windsor_tie,1075274314,Media,252058,176,False,False,True,False,5749,1179.166667,3.25,68.75,4090.731917,8.085632522,39866,35.08333333,202.1666667,0.042312912
1055,CrbpLpWJo_v,GraphImage,laiguanatv,228,4,money,card,poster,text,No Object,No Object,jigsaw_puzzle,1075274314,Media,252058,176,False,False,True,False,5749,1179.166667,3.25,68.75,4090.731917,8.085632522,39866,35.08333333,202.1666667,0.042312912
1056,CrbLIYqrymx,GraphImage,laiguanatv,535,269,carton,bathmat,placemat,paper towel,napkin,text,envelope,1075274314,Media,252058,176,False,False,True,False,5749,1179.166667,3.25,68.75,4090.731917,8.085632522,39866,35.08333333,202.1666667,0.042312912
1057,CrbJ2f6LRcv,GraphSidecar,laiguanatv,98,1,crumpet,pancake,pancakes,No Object,No Object,No Object,potpie,1075274314,Media,252058,176,False,False,True,False,5749,1179.166667,3.25,68.75,4090.731917,8.085632522,39866,35.08333333,202.1666667,0.042312912
1058,CrdEFvoPAn0,GraphImage,detikcom,1573,105,3 people,text,No Object,No Object,No Object,No Object,"web_site, website, internet_site, site",1527886079,Unknown,4164530,25,True,True,True,True,8910,35216.33333,38.33333333,917.9166667,135.0716667,0.457907242,40838,485.0833333,6891.0,0.026563575
1059,Crc9U5dvxss,GraphImage,detikcom,5298,399,3 people,text,No Object,No Object,No Object,No Object,"web_site, website, internet_site, site",1527886079,Unknown,4164530,25,True,True,True,True,8910,35216.33333,38.33333333,917.9166667,135.0716667,0.457907242,40838,485.0833333,6891.0,0.026563575
1060,Crc4HUhviHt,GraphImage,detikcom,16082,2019,3 people,scooter,text,No Object,No Object,No Object,"web_site, website, internet_site, site",1527886079,Unknown,4164530,25,True,True,True,True,8910,35216.33333,38.33333333,917.9166667,135.0716667,0.457907242,40838,485.0833333,6891.0,0.026563575
1061,Crc2dktvPfP,GraphImage,detikcom,9739,1238,3 people,text,No Object,No Object,No Object,No Object,"web_site, website, internet_site, site",1527886079,Unknown,4164530,25,True,True,True,True,8910,35216.33333,38.33333333,917.9166667,135.0716667,0.457907242,40838,485.0833333,6891.0,0.026563575
1062,CrcovA7PLbs,GraphSidecar,detikcom,4912,109,slow loris,thermometer,text,No Object,No Object,No Object,"web_site, website, internet_site, site",1527886079,Unknown,4164530,25,True,True,True,True,8910,35216.33333,38.33333333,917.9166667,135.0716667,0.457907242,40838,485.0833333,6891.0,0.026563575
1063,Crch3E4Pwzm,GraphImage,detikcom,4417,41,1 person,text,No Object,No Object,No Object,No Object,ambulance,1527886079,Unknown,4164530,25,True,True,True,True,8910,35216.33333,38.33333333,917.9166667,135.0716667,0.457907242,40838,485.0833333,6891.0,0.026563575
1064,CrcaGdivU9M,GraphImage,detikcom,19218,539,1 person,text,No Object,No Object,No Object,No Object,"web_site, website, internet_site, site",1527886079,Unknown,4164530,25,True,True,True,True,8910,35216.33333,38.33333333,917.9166667,135.0716667,0.457907242,40838,485.0833333,6891.0,0.026563575
1065,CrcUIhXvlz4,GraphSidecar,detikcom,4081,35,1 person,text,No Object,No Object,No Object,No Object,"web_site, website, internet_site, site",1527886079,Unknown,4164530,25,True,True,True,True,8910,35216.33333,38.33333333,917.9166667,135.0716667,0.457907242,40838,485.0833333,6891.0,0.026563575
1066,CrcIUUJpyFv,GraphImage,theneighborhoodtalk,3897,810,1 person,text,No Object,No Object,No Object,No Object,"web_site, website, internet_site, site",9257271828,Entertainment website,1412228,1163,False,True,True,True,12620,142272.9167,422.0,6464.083333,64.7585,9.944750743,45889,556.75,6662.833333,0.01885739
1067,CrboXoqL8iC,GraphImage,entre.nous.official,7442,1671,pie,text,No Object,No Object,No Object,No Object,"web_site, website, internet_site, site",2257731159,Blogger,4353696,65,False,False,True,False,9137,189127.8333,359.5,14799.75,24.82741667,5.900084242,69621,1031.0,11796.41667,0.014545634
1068,Crbkj0Fr2mi,GraphImage,entre.nous.official,21530,3914,pie,text,No Object,No Object,No Object,No Object,"web_site, website, internet_site, site",2257731159,Blogger,4353696,65,False,False,True,False,9137,189127.8333,359.5,14799.75,24.82741667,5.900084242,69621,1031.0,11796.41667,0.014545634
1069,CrbkPb_LUWG,GraphImage,entre.nous.official,12129,2709,pie,text,No Object,No Object,No Object,No Object,"web_site, website, internet_site, site",2257731159,Blogger,4353696,65,False,False,True,False,9137,189127.8333,359.5,14799.75,24.82741667,5.900084242,69621,1031.0,11796.41667,0.014545634
1070,CrbkEIirRnW,GraphImage,entre.nous.official,24566,810,pie,text,No Object,No Object,No Object,No Object,"web_site, website, internet_site, site",2257731159,Blogger,4353696,65,False,False,True,False,9137,189127.8333,359.5,14799.75,24.82741667,5.900084242,69621,1031.0,11796.41667,0.014545634
1071,CrbhSmKrq6I,GraphImage,entre.nous.official,11080,848,pie,text,No Object,No Object,No Object,No Object,"web_site, website, internet_site, site",2257731159,Blogger,4353696,65,False,False,True,False,9137,189127.8333,359.5,14799.75,24.82741667,5.900084242,69621,1031.0,11796.41667,0.014545634
1072,Crbc4J0rw1D,GraphImage,entre.nous.official,3334,77,1 person,condiment,text,No Object,No Object,No Object,"web_site, website, internet_site, site",2257731159,Blogger,4353696,65,False,False,True,False,9137,189127.8333,359.5,14799.75,24.82741667,5.900084242,69621,1031.0,11796.41667,0.014545634
1073,CrbX5jxr2Mx,GraphImage,entre.nous.official,866,56,2 people,text,No Object,No Object,No Object,No Object,"lipstick, lip_rouge",2257731159,Blogger,4353696,65,False,False,True,False,9137,189127.8333,359.5,14799.75,24.82741667,5.900084242,69621,1031.0,11796.41667,0.014545634
1074,CrbP4jWIWwW,GraphImage,entre.nous.official,13025,586,pie,text,No Object,No Object,No Object,No Object,"web_site, website, internet_site, site",2257731159,Blogger,4353696,65,False,False,True,False,9137,189127.8333,359.5,14799.75,24.82741667,5.900084242,69621,1031.0,11796.41667,0.014545634
1075,CrbOmPXIXmT,GraphImage,entre.nous.official,27786,1159,one or more people,pie,text,No Object,No Object,No Object,comic_book,2257731159,Blogger,4353696,65,False,False,True,False,9137,189127.8333,359.5,14799.75,24.82741667,5.900084242,69621,1031.0,11796.41667,0.014545634
1076,CrbOAIeIj8s,GraphImage,entre.nous.official,13426,249,pie,text,No Object,No Object,No Object,No Object,llama,2257731159,Blogger,4353696,65,False,False,True,False,9137,189127.8333,359.5,14799.75,24.82741667,5.900084242,69621,1031.0,11796.41667,0.014545634
1077,CrcKNtHJbRA,GraphImage,nocap,4836,50,1 person,text,No Object,No Object,No Object,No Object,"web_site, website, internet_site, site",9816762,Personal blog,2185793,516,False,True,True,False,1264,194814.75,72.83333333,21474.5,4.06075,0.449049023,3018,40.0,3191.833333,0.045516781
1078,CrcB_wdpbCZ,GraphSidecar,nocap,111,109,hat,text,No Object,No Object,No Object,No Object,"backpack, back_pack, knapsack, packsack, rucksack, haversack",9816762,Personal blog,2185793,516,False,True,True,False,1264,194814.75,72.83333333,21474.5,4.06075,0.449049023,3018,40.0,3191.833333,0.045516781
1079,Crbul_8ulS0,GraphImage,nocap,3998,34,1 person,text,No Object,No Object,No Object,No Object,"web_site, website, internet_site, site",9816762,Personal blog,2185793,516,False,True,True,False,1264,194814.75,72.83333333,21474.5,4.06075,0.449049023,3018,40.0,3191.833333,0.045516781
1080,Crbn2RdOiDz,GraphImage,nocap,1605,26,3 people,blower,minivan,truck,text,No Object,"racer, race_car, racing_car",9816762,Personal blog,2185793,516,False,True,True,False,1264,194814.75,72.83333333,21474.5,4.06075,0.449049023,3018,40.0,3191.833333,0.045516781
1081,Crbhx4rvbX_,GraphImage,nocap,5036,36,1 person,bread,text,No Object,No Object,No Object,"web_site, website, internet_site, site",9816762,Personal blog,2185793,516,False,True,True,False,1264,194814.75,72.83333333,21474.5,4.06075,0.449049023,3018,40.0,3191.833333,0.045516781
1082,Crbar0ZPoZg,GraphImage,nocap,2993,23,1 person,tick,text,No Object,No Object,No Object,"web_site, website, internet_site, site",9816762,Personal blog,2185793,516,False,True,True,False,1264,194814.75,72.83333333,21474.5,4.06075,0.449049023,3018,40.0,3191.833333,0.045516781
1083,CrbNTBxOhgm,GraphImage,nocap,2935,22,1 person,text,No Object,No Object,No Object,No Object,"web_site, website, internet_site, site",9816762,Personal blog,2185793,516,False,True,True,False,1264,194814.75,72.83333333,21474.5,4.06075,0.449049023,3018,40.0,3191.833333,0.045516781
1084,CrbGqD6Od7V,GraphImage,nocap,5655,48,grasshopper,text,No Object,No Object,No Object,No Object,"long-horned_beetle, longicorn, longicorn_beetle",9816762,Personal blog,2185793,516,False,True,True,False,1264,194814.75,72.83333333,21474.5,4.06075,0.449049023,3018,40.0,3191.833333,0.045516781
1085,CrY5pJ2rMzD,GraphImage,lahamag,49,0,poster,text,No Object,No Object,No Object,No Object,"nematode, nematode_worm, roundworm",214246291,Magazine,1014953,1408,False,False,True,True,13566,2783.166667,2.666666667,64.66666667,733.7569167,7.968308282,36011,8.0,339.75,0.779855984
1086,CrYeq3utMx5,GraphSidecar,lahamag,308,3,2 people,child,sweater,cardigan,No Object,No Object,"maillot, tank_suit",214246291,Magazine,1014953,1408,False,False,True,True,13566,2783.166667,2.666666667,64.66666667,733.7569167,7.968308282,36011,8.0,339.75,0.779855984
1087,CrVGo1mAyI-,GraphSidecar,lahamag,312,9,1 person,makeup,hat,dress,No Object,No Object,"pajama, pyjama, pj's, jammies",214246291,Magazine,1014953,1408,False,False,True,True,13566,2783.166667,2.666666667,64.66666667,733.7569167,7.968308282,36011,8.0,339.75,0.779855984
1088,CrQZcFitGHG,GraphSidecar,lahamag,1673,12,3 people,dress,No Object,No Object,No Object,No Object,vestment,214246291,Magazine,1014953,1408,False,False,True,True,13566,2783.166667,2.666666667,64.66666667,733.7569167,7.968308282,36011,8.0,339.75,0.779855984
1089,CrOFTsrN9-T,GraphImage,lahamag,60,1,phone,screen,tablet,amplifier,No Object,No Object,"switch, electric_switch, electrical_switch",214246291,Magazine,1014953,1408,False,False,True,True,13566,2783.166667,2.666666667,64.66666667,733.7569167,7.968308282,36011,8.0,339.75,0.779855984
1090,Cq6dI9ZNyey,GraphImage,lahamag,835,14,2 people,dress,No Object,No Object,No Object,No Object,kimono,214246291,Magazine,1014953,1408,False,False,True,True,13566,2783.166667,2.666666667,64.66666667,733.7569167,7.968308282,36011,8.0,339.75,0.779855984
1091,CrMb8n7p0r9,GraphImage,flamengo,63475,1063,3 people,text,No Object,No Object,No Object,No Object,"web_site, website, internet_site, site",228269326,Unknown,17074691,356,True,True,True,True,7987,474045.5,399.5,115021.0,45.43125,14.93592187,35307,2750.416667,136130.9167,-0.418589866
